label,pmid,sentence,rel_loc
0,25337269,The low oxygen group had a significantly higher blastocyst formation rate than the atmospheric oxygen group (64.5% vs. 52.9%). ,0.60
0,25337269,"It is seemly that the optimal blastocyst and frozen blastocyst rates was higher in the low oxygen group, but the data did not reach a statistical significance. ",0.70
0,25337269,"Although the use of low oxygen will not affect the clinical outcome in the fresh cleavage-transfer cycles, but it will result in more favorable clinical outcomes in the subsequent warming blastocyst-transfer cycles, with statistically significantly higher clinical pregnancy rate (CPR) and implantation rate (IR) compared with atmospheric oxygen. ",0.80
0,25337269,"In conclusion, a low oxygen concentration may significantly improve the developmental potential of pre-compaction embryos, thus resulting in a positive effect on subsequent blastocyst cultivation and optimizing the treatment cycle.",0.90
0,29351650,Well-documented associations between lifestyle behaviors and disease outcomes necessitate evidence-based health promotion interventions. ,0.00
0,29351650,"To enhance potential efficacy and effectiveness, interventionists increasingly respond to community priorities, employ comprehensive theoretical frameworks, invest heavily to ensure cultural fit, implement evidence-based programming, and deploy research gold standards. ",0.12
0,29351650,"We describe a project that followed all of these recommended strategies, but did not achieve desired outcomes. ",0.25
0,29351650,"This community-based participatory research (CBPR) energy balance (diet and physical activity) intervention, conducted in Appalachian Kentucky among 900+ residents, employed a wait list control cluster randomized design. ",0.38
0,29351650,"We engaged faith institutions, took an intergenerational approach, and modified two existing evidence-based interventions to enhance cultural relevance. ",0.50
0,29351650,"Despite these efforts, fruit and vegetable consumption and physical activity did not change from baseline to post-test or differed significantly between intervention and wait list control groups. ",0.62
0,29351650,Barriers to engaging in optimal energy balance focused more on motivation and attitude than on structural and material barriers. ,0.75
0,29351650,"The complex interplay of psychosocial, structural, and physiological processes offers significant challenges to groups with entrenched health challenges.",0.88
0,30389818,"This prospective randomized study assessed myocardial perfusion imaging with the high-sensitivity D.SPECT cadmium-zinc-telluride camera in a forward-leaning bikerlike position, which may potentially lower diaphragmatic attenuation and reduce breathing-related cardiac motion, in a manner comparable to the prone position proposed with other SPECT cameras. ",0.00
0,30389818,"Methods: Patients referred for a stress-rest 99mTc-sestamibi protocol and positioned in the biker position, with the chest leaning forward on the D.SPECT camera-head at 35° from vertical, had an additional resting D.SPECT recording in the supine position (n = 40) or in the sitting position with the back rearward at 30° from vertical (n = 40). ",0.20
0,30389818,Segments with attenuation artifacts were defined as those with less than 65% uptake but with strictly normal contractility at gated SPECT and no defect reversibility from stress images. ,0.40
0,30389818,"Results: The biker position was associated with lower heart-to-detector distances than the supine or sitting positions (both P < 0.001); lower cardiac motion amplitudes, assessed on panograms, than the supine position (P < 0.001); and fewer segments with attenuation artifacts than the supine position (on average, 1.10 ± 1.01 vs. 1.90 ± 1.74, P = 0.010) or the sitting position (0.75 ± 0.93 vs. 1.38 ± 1.60, P = 0.011). ",0.60
0,30389818,"Conclusion: Myocardial perfusion images from D.SPECT are enhanced for patients positioned in a forward-leaning bikerlike position comparatively to sitting or supine positions, with a notably lower rate of attenuation artifacts.",0.80
0,8609071,"To clarify whether pre-operative transcatheter arterial embolization (TAE) improves survival after hepatectomy, a prospective randomized comparative study was done. ",0.00
0,8609071,"Of a total of 115 registered patients having solitary hepatocellular carcinoma (HCC) 2 to 5 cm in diameter, 18 (15.7%) were excluded after randomization. ",0.12
0,8609071,"As a result, 97 patients were chosen as subjects and divided into two groups: hepatectomy with (group A: n=50) and without (group B: n=47) pre-operative TAE. ",0.25
0,8609071,The period of observation of the patients who survived the surgery was between 4.0 and 6.6 years. ,0.38
0,8609071,The randomization appeared to have provided well-balanced groups of patients and the clinico-pathological characteristics of the two groups were quite similar. ,0.50
0,8609071,"The necrotic part of the cancerous lesions, as confirmed by operative specimens, amounted to 74.8+/-33.4% (mean +/-SD) in group A and 6.8+/-7.2% in group B (P<0.01). ",0.62
0,8609071,"However, the cancer-free survival rates after hepatectomy in both groups showed little difference (39.1+/-7.0 (%+/-SE) and 31.1+/-0.1, respectively). ",0.75
0,8609071,We speculate that TAE is not effective against such HCC accessory lesions as minute intrahepatic metastasis and tumor thrombus and that pre-operative TAE does not improve post-operative survival.,0.88
0,24573184,How sex steroids modulate glucocorticoid feedback on the hypothalamic-pituitary-corticotrope (HPC) unit is controversial in humans. ,0.00
0,24573184,We postulated that testosterone (T) in men and estradiol (E2) in women govern unstressed cortisol-mediated negative feedback on ACTH secretion. ,0.09
0,24573184,"To test this hypothesis, 24 men and 24 women age 58 ± 2.4 yr were pretreated with leuprolide and either sex steroid (E2 in women, T in men) or placebo addback. ",0.18
0,24573184,Placebo or ketoconazole (KTCZ) was administered overnight to inhibit adrenal steroidogenesis during overnight 14-h intravenous infusions of saline or cortisol in a continuous versus pulsatile manner to test for feedback differences. ,0.27
0,24573184,ACTH was measured every 10 min during the last 8 h of the infusions. ,0.36
0,24573184,"The main outcome measures were mean ACTH concentrations, pulsatile ACTH secretion, and ACTH approximate entropy (ApEn). ",0.45
0,24573184,"ACTH concentrations were lower in women than men (P < 0.01), and in women in the E2+ compared with E2- group under both continuous (P = 0.01) and pulsatile (P = 0.006) cortisol feedback, despite higher cortisol binding globulin and lower free cortisol levels in women than men (P < 0.01). ",0.55
0,24573184,"In the combined groups, under both modes of cortisol addback, ACTH concentrations, pulsatile ACTH secretion, and ACTH secretory-burst mass correlated negatively and univariately with E2 levels (each P < 0.005). ",0.64
0,24573184,E2 also suppressed ACTH ApEn (process randomness) during continuous cortisol feedback (P = 0.004). ,0.73
0,24573184,T had no univariate effect but was a positive correlate of ACTH when assessed jointly with E2 (negative) under cortisol pulses. ,0.82
0,24573184,"In conclusion, sex steroids modulate selective gender-related hypothalamic-pituitary adrenal-axis adaptations to cortisol feedback in unstressed humans.",0.91
0,23785038,"Using a longitudinal cluster-randomized controlled design, we examined whether students' reading outcomes differed when they received 1, 2, or 3 years of individualized reading instruction from first through third grade, compared with a treated control group.",0.00
0,23785038,More than 45% of students came from families living in poverty. ,0.17
0,23785038,"Following students, we randomly assigned their teachers each year to deliver individualized reading instruction or a treated control condition intervention focused on mathematics. ",0.33
0,23785038,Students who received individualized reading instruction in all three grades showed the strongest reading skills by the end of third grade compared with those who received fewer years of such instruction. ,0.50
0,23785038,There was inconsistent evidence supporting a sustained first-grade treatment effect: Individualized instruction in first grade was necessary but not sufficient for stronger third-grade reading outcomes. ,0.67
0,23785038,"These effects were achieved by regular classroom teachers who received professional development, which indicates that policies that support the use of evidence-based reading instruction and teacher training can yield increased student achievement.",0.83
0,15297901,Unipolar major depression is often a chronic disease that may require lifelong prophylaxis. ,0.00
0,15297901,Recovery from an acute episode is followed by 4-6 months of relapse prevention. ,0.08
0,15297901,"After that, long-term maintenance treatment is administered to avoid recurrence. ",0.17
0,15297901,"We present the rationale and design of an ongoing double-blind, randomized, placebo-controlled trial investigating the efficacy of Hypericum extract WS 5570 in relapse prevention in recurrent unipolar depression. ",0.25
0,15297901,"An estimated sample of 425 adults with recurrent, mild to moderate major depression (ICD-10 and DSM-IV criteria), > or = 3 previous episodes (last 5 years) and a total score > or = 20 points on the 17-item Hamilton Rating Scale for Depression (HAMD) will be included. ",0.33
0,15297901,After a one-week wash out patients receive 3 x 300 mg/day WS 5570 single-blind for 6 weeks. ,0.42
0,15297901,Responders are randomized to 26 weeks of double-blind continuation treatment with 3 x 300 mg/day WS 5570 or placebo. ,0.50
0,15297901,"Patients completing continuation treatment without relapse enter 52 weeks of doubleblind maintenance treatment, where those treated with WS 5570 are re-randomized to 3 x 300 mg/day WS 5570 or placebo. ",0.58
0,15297901,"The primary outcome measure is the time to relapse during continuation treatment (HAMD > or = 16, clinical diagnosis of depression, or premature treatment termination for inefficacy). ",0.67
1,15297901,"Hypericum extract, with its favourable tolerability profile, could be an interesting option for long-term prophylaxis. ",0.75
0,15297901,The trial was designed according to current consensus and guidance. ,0.83
0,15297901,"Notably, it includes long-term prophylactic treatment with the same drug and the same therapeutic dose applied during acute treatment, uses well-defined outcome measures and provides a clear distinction between relapse and recurrence.",0.92
0,27720142,This paper reports subgroup analysis of a successful cluster-randomized trial to identify attributes of hypertensive patients who benefited more or less from an intervention combining blood pressure (BP) telemonitoring and pharmacist management. ,0.00
0,27720142,The end point was BP\xa0<\xa0140/90\xa0mm Hg at 6-month follow-up. ,0.14
0,27720142,Fourteen baseline patient characteristics were selected a priori as subgroup variables. ,0.29
0,27720142,"Among the 351 trial participants, 44% were female, 84% non-Hispanic white, mean age was 60.9\xa0years, and mean BP was 149/86\xa0mm Hg. ",0.43
0,27720142,The overall adjusted odds ratio for BP control in the intervention versus usual care group was 3.64 (P\xa0<\xa0.001). ,0.57
0,27720142,"The effect of the intervention was significantly larger in patients who were younger (interaction P\xa0=\xa0.02), did not have diabetes (P\xa0=\xa0.005), had high baseline diastolic BP (P\xa0=\xa0.02), added salt less than daily in food preparation (P\xa0=\xa0.007), and took 0-2 (rather than 3-6) antihypertensive medication classes at baseline (P\xa0=\xa0.02). ",0.71
0,27720142,These findings may help prioritize patients for whom the intervention is most effective.,0.86
0,24215228,We conducted a pilot randomized controlled trial to determine the feasibility and acceptability of a patient navigation intervention. ,0.00
0,24215228,"Forty-seven smokers from one safety-net hospital were randomized to either a control group, in which they received a smoking cessation brochure and a list of smoking cessation resources, or a navigation group, in which they received the smoking cessation brochure, a list of smoking cessation resources, and patient navigation. ",0.20
0,24215228,Follow-up data were obtained for 33 participants. ,0.40
0,24215228,Nine (47.4%) of 19 of navigation group participants had engaged in smoking cessation treatment by 3 months versus 6 (42.9%) of 14 control group participants (chi-square p = ns). ,0.60
0,24215228,Patient navigation to promote engagement in smoking cessation treatment was feasible and acceptable to participants.,0.80
0,16708233,"This study examines prospectively the randomised, long-term, clinical and radiological results of the treatment of spondylitis patients by ventro-dorsal or ventral spine fusion. ",0.00
0,16708233,Group 1 consisted of 12 patients who (after ventral removal of the focus of infection and autologous bone grafting) were treated by dorsal instrumentation. ,0.09
0,16708233,"Group 2 consisted of ten patients who, after similar ventral removal and bone interposition, were stabilised by ventral instrumentation. ",0.18
0,16708233,The patients prospectively underwent clinical and radiological studies. ,0.27
0,16708233,"In addition, they were asked to fill in self-assessment questionnaires such as the short-form (SF)-36 health survey, the Oswestry questionnaire, and the visual analog scales (VAS). ",0.36
0,16708233,"The postoperative follow-ups were at 6 months, 2 years and 5.4 years. ",0.45
0,16708233,It proved possible to demonstrate clinically that patients with an isolated ventral spondylodesis feel significantly better and experience significantly less pain in the area of spinal fusion than patients with ventro-dorsal fusion 2 and 5.4 years after the operation. ,0.55
0,16708233,Over a number of years a stable fusion can be achieved through either operation. ,0.64
0,16708233,Ventral stabilisation yields more advantages than dorsal instrumentation in the long term. ,0.73
0,16708233,These advantages result in a clinically smoother course after the operation. ,0.82
2,16708233,"If, in the individual case, ventral instrumentation is feasible, this method should be used.",0.91
0,27227933,"In this study, we investigated whether hydration with sodium bicarbonate is superior to hydration with saline in addition to theophylline (both groups) in the prophylaxis of contrast-induced nephropathy (CIN).",0.00
0,27227933,"It was a prospective, randomized, double-blinded study in a university hospital on 2 general intensive care units (63% of investigations) and normal wards.",0.12
0,27227933,"Serum creatinine was determined immediately before, 24 and 48\u200ah after CM exposure. ",0.25
0,27227933,As primary endpoint we investigated the incidence of CIN (increase of serum creatinine ≥0.5 mg/dL and/or ≥25% within 48 h of CM).,0.38
0,27227933,Both groups were comparable regarding baseline characteristics. ,0.50
0,27227933,Incidence of CIN was significantly less frequent with bicarbonate compared to sodium hydration (1/74 [1.4%] vs 7/78 [9.0%]; P\u200a=\u200a0.035). ,0.62
0,27227933,Time course of serum creatinine was more favorable in group B with decreases in serum creatinine after 24 h (-0.084 mg/dL [95% confidence interval: -0.035 to -0.133 mg/dL]; P = 0.008) and 48 h (-0.093 mg/dL (-0.025 to -0.161 mg/dL); P = 0.007) compared to baseline which were not observed in group S.,0.75
0,27227933,"In patients at increased risk of CIN receiving prophylactic theophylline, hydration with sodium bicarbonate reduces contrast-induced renal impairment compared to hydration with saline.",0.88
0,19838787,"The authors examine differential changes in values of tolerance among 150 participants discharged from inpatient treatment centers, and randomly assigned to either a self-help-based, communal living setting (i.e., Oxford House), or usual aftercare. ",0.00
0,19838787,Participants were interviewed every 6 months for a 24-month period. ,0.17
0,19838787,"Hierarchical linear modeling (HLM) was used to examine the effect of condition (therapeutic communal living versus usual aftercare) on wave trajectories of tolerance (i.e., universality/diversity scores). ",0.33
0,19838787,"Over time, residents of the communal living model demonstrated significantly greater values of tolerance than usual aftercare participants. ",0.50
0,19838787,Communal living participants who resided in the house for over 6 months showed the most substantial increases in tolerance. ,0.67
0,19838787,Results support the notion that communal living residents may develop more tolerant attitudes by striving toward superordinate community goals (objectives held by (a) the whole group and (b) which individual members could not achieve alone).,0.83
0,27171844,Pulmonary dysfunction is a significant contributor to morbidity and mortality in the pediatric burned population. ,0.00
0,27171844,"We have previously reported that the administration of a synthetic testosterone derivative, oxandrolone, significantly reduced hypermetabolism, and significantly increased height percentile, bone mineral content, lean body mass, and strength in pediatric burned patients. ",0.10
0,27171844,We hypothesize that the administration of oxandrolone will improve pulmonary function in burned pediatric subjects. ,0.20
0,27171844,"A subset of severely burned pediatric subjects from a prospective clinical trial (n = 222) were included in our study (n = 54, 7-18 years, ≥30% TBSA burn). ",0.30
0,27171844,"The subjects were previously randomized to either the control arm (n = 35) or the oxandrolone arm (0.1\u2009mg/kg twice/day for 12 months, n = 19). ",0.40
0,27171844,"Maximum voluntary ventilation, the ratio between forced expiratory volume and forced vital capacity, and diffusion capacity were measured 6 months following burn injury, and results were compared between burned subjects with and without oxandrolone administration. ",0.50
0,27171844,Maximum expired ventilation (VEmax) was also measured in a subset of burned subjects. ,0.60
0,27171844,"Subjects treated with oxandrolone had a significantly higher maximum voluntary ventilation (98\u2009±\u200953\u2009L/min vs 115\u2009±\u200956 with treatment, P = .03). ",0.70
0,27171844,"During maximal exercise, subjects treated with oxandrolone had a significantly higher VEmax compared with untreated subjects (32.0\u2009±\u20098.7\u2009L/min vs 43.7\u2009±\u200913.6 with treatment, P = .02). ",0.80
0,27171844,The administration of oxandrolone was associated with improved lung function in pediatric burned patients.,0.90
0,28464754,Background and purpose - Criticism of the lateral approach (LA) for hip arthroplasty is mainly based on the risk of poor patient-reported outcomes compared to the posterior approach (PA). ,0.00
0,28464754,"However, there have been no controlled studies comparing patient-reported outcomes between them. ",0.10
0,28464754,"In this randomized controlled trial, we tested the hypothesis that patient-reported outcomes are better in patients who have undergone total hip arthroplasty (THA) with PA than in those who have undergone THA with LA, 12 months postoperatively. ",0.20
0,28464754,Patients and methods - 80 patients with hip osteoarthritis (mean age 61 years) were randomized to THA using PA or the modified direct LA. ,0.30
0,28464754,"We recorded outcome measures preoperatively and 3, 6, and 12 months postoperatively using the Hip Disability and Osteoarthritis Outcome Score-Physical Function Short Form (HOOS-PS) as the primary outcome. ",0.40
0,28464754,"Secondary outcomes were HOOS-Pain, HOOS-Quality-Of-Life, EQ-5D, UCLA Activity Score, and limping. ",0.50
0,28464754,Results - We found no statistically significant difference in the improvements in HOOS-PS between the treatment groups at 12-month follow-up. ,0.60
0,28464754,"All secondary outcomes showed similar results except for limping, where PA patients improved significantly more than LA patients. ",0.70
0,28464754,"Interpretation - Contrary to our hypothesis, patients treated with PA did not improve more than patients treated with LA regarding physical function, pain, physical activity, and quality of life 12 months postoperatively. ",0.80
0,28464754,"However, limping was more pronounced in the LA patients.",0.90
0,27057904,The aim of the study is to utilize electrical impedance tomography (EIT) to guide positive end-expiratory pressure (PEEP) and to optimize oxygenation in patients undergoing laparoscopic abdominal surgery.,0.00
0,27057904,Fifty patients were randomly assigned to the control (C) group and the EIT (E) group (n\u200a=\u200a25 each). ,0.10
0,27057904,We set the fraction of inspired oxygen (FiO2) at 0.30. ,0.20
0,27057904,"The PEEP was titrated and increased in a 2-cm H2O stepwise manner, from 6 to 14\u200acm H2O. ",0.30
0,27057904,"Hemodynamic variables, respiratory mechanics, EIT images, analysis of blood gas, and regional cerebral oxygen saturation were recorded. ",0.40
0,27057904,"The postoperative pulmonary complications within the first 5 days were also observed.We chose 10\u200acm H2O and 8\u200acm H2O as the ""ideal"" PEEP for the C and the E groups, respectively. ",0.50
0,27057904,EIT-guided PEEP titration led to a more dorsal shift of ventilation. ,0.60
0,27057904,"The PaO2/FiO2 ratio in the E group was superior to that in the C group in the pneumoperitoneum period, though the difference was not significant (330\u200a±\u200a10 vs 305.56\u200a±\u200a4\u200amm Hg; P\u200a=\u200a0.09). ",0.70
0,27057904,"The C group patients experienced 8.7% postoperative pulmonary complications versus 5.3% among the E group patients (relative risk 1.27, 95% confidence interval 0.31-5.3, P\u200a=\u200a0.75).",0.80
1,27057904,Electrical impedance tomography represents a new promising technique that could enable anesthesiologists to assess regional ventilation of the lungs and optimize global oxygenation for patients undergoing laparoscopic abdominal surgery.,0.90
0,26973025,"A Phase III, double-blind, placebo-controlled trial (ProTECT III) found that administration of progesterone did not reduce mortality or improve functional outcome as measured by the Glasgow Outcome Scale Extended (GOSE) in subjects with moderate to severe traumatic brain injury. ",0.00
0,26973025,We conducted a secondary analysis of neuropsychological outcomes to evaluate whether progesterone is associated with improved recovery of cognitive and motor functioning. ,0.12
0,26973025,ProTECT III was conducted at 49 level I trauma centers in the United States. ,0.25
0,26973025,Adults with moderate to severe TBI were randomized to receive intravenous progesterone or placebo within 4\u2009h of injury for a total of 4 days. ,0.38
0,26973025,"At 6 months, subjects underwent evaluation of memory, attention, executive functioning, language, and fine motor coordination/dexterity. ",0.50
0,26973025,"Chi-square analysis revealed no significant difference in the proportion of subjects (263/280 progesterone, 283/295 placebo) with Galveston Orientation and Amnesia Test scores ≥75. ",0.62
0,26973025,"Analyses of covariance did not reveal significant treatment effects for memory (Buschke immediate recall, p\u2009=\u20090.53; delayed recall, p\u2009=\u20090.94), attention (Trails A speed, p\u2009=\u20090.81 and errors, p\u2009=\u20090.22; Digit Span Forward length, p\u2009=\u20090.66), executive functioning (Trails B speed, p\u2009=\u20090.97 and errors, p\u2009=\u20090.93; Digit Span Backward length, p\u2009=\u20090.60), language (timed phonemic fluency, p\u2009=\u20090.05), and fine motor coordination/dexterity (Grooved Pegboard dominant hand time, p\u2009=\u20090.75 and peg drops, p\u2009=\u20090.59; nondominant hand time, p\u2009=\u20090.74 and peg drops, p\u2009=\u20090.61). ",0.75
0,26973025,"Pearson Product Moment Correlations demonstrated significant (p\u2009<\u20090.001) associations between better neuropsychological performance and higher GOSE scores. ', ""Similar to the ProTECT III trial's results of the primary outcome, the secondary outcomes do not provide evidence of a neuroprotective effect of progesterone.""]",0.88
0,25043339,It is important to identify the patients at highest risk of fractures. ,0.00
0,25043339,"A recent large-scale meta-analysis identified 63 autosomal single-nucleotide polymorphisms (SNPs) associated with bone mineral density (BMD), of which 16 were also associated with fracture risk. ",0.08
0,25043339,"Based on these findings, two genetic risk scores (GRS63 and GRS16) were developed. ",0.15
0,25043339,"Our aim was to determine the clinical usefulness of these GRSs for the prediction of BMD, BMD change, and fracture risk in elderly subjects. ",0.23
0,25043339,"We studied two male (Osteoporotic Fractures in Men Study [MrOS] US, MrOS Sweden) and one female (Study of Osteoporotic Fractures [SOF]) large prospective cohorts of older subjects, looking at BMD, BMD change, and radiographically and/or medically confirmed incident fractures (8067 subjects, 2185 incident nonvertebral or vertebral fractures). ",0.31
0,25043339,GRS63 was associated with BMD (≅3% of the variation explained) but not with BMD change. ,0.38
0,25043339,Both GRS63 and GRS16 were associated with fractures. ,0.46
0,25043339,"After BMD adjustment, the effect sizes for these associations were substantially reduced. ",0.54
0,25043339,Similar results were found using an unweighted GRS63 and an unweighted GRS16 compared with those found using the corresponding weighted risk scores. ,0.62
0,25043339,"Only minor improvements in C-statistics (AUC) for fractures were found when the GRSs were added to a base model (age, weight, and height), and no significant improvements in C-statistics were found when they were added to a model further adjusted for BMD. ",0.69
0,25043339,Net reclassification improvements with the addition of the GRSs to a base model were modest and substantially attenuated in BMD-adjusted models. ,0.77
0,25043339,"GRS63 is associated with BMD, but not BMD change, suggesting that the genetic determinants of BMD differ from those of BMD change. ",0.85
0,25043339,"When BMD is known, the clinical utility of the two GRSs for fracture prediction is limited in elderly subjects.",0.92
0,23554873,"[""The limited ability of common variants to account for the genetic contribution to complex disease has prompted searches for rare variants of large effect, to partly explain the 'missing heritability'. "", 'Analyses of genome-wide genotyping data have identified genomic structural variants (GSVs) as a source of such rare causal variants. ",0.00
0,23554873,Recent studies have reported multiple GSV loci associated with risk of obesity. ,0.10
0,23554873,"We attempted to replicate these associations by similar analysis of two familial-obesity case-control cohorts and a population cohort, and detected GSVs at 11 out of 18 loci, at frequencies similar to those previously reported. ",0.20
0,23554873,"Based on their reported frequencies and effect sizes (OR≥25), we had sufficient statistical power to detect the large majority (80%) of genuine associations at these loci. ",0.30
0,23554873,"However, only one obesity association was replicated. ",0.40
0,23554873,Deletion of a 220 kb region on chromosome 16p11.2 has a carrier population frequency of 2×10(-4) (95% confidence interval [9.6×10(-5)-3.1×10(-4)]); accounts overall for 0.5% [0.19%-0.82%] of severe childhood obesity cases (P = 3.8×10(-10); odds ratio = 25.0 [9.9-60.6]); and results in a mean body mass index (BMI) increase of 5.8 kg.m(-2) [1.8-10.3] in adults from the general population. ,0.50
0,23554873,"We also attempted replication using BMI as a quantitative trait in our population cohort; associations with BMI at or near nominal significance were detected at two further loci near KIF2B and within FOXP2, but these did not survive correction for multiple testing. ",0.60
2,23554873,"These findings emphasise several issues of importance when conducting rare GSV association, including the need for careful cohort selection and replication strategy, accurate GSV identification, and appropriate correction for multiple testing and/or control of false discovery rate. ",0.70
0,23554873,"Moreover, they highlight the potential difficulty in replicating rare CNV associations across different populations. ",0.80
0,23554873,"Nevertheless, we show that such studies are potentially valuable for the identification of variants making an appreciable contribution to complex disease.",0.90
0,28331173,BACKGROUND Surgery remains the mainstay of gastric cancer treatment. ,0.00
0,28331173,"It is, however, associated with a relatively high risk of perioperative complications. ",0.07
0,28331173,"The use of laparoscopy and the Enhanced Recovery After Surgery (ERAS) protocol allows clinicians to limit surgically induced trauma, thus improving recovery and reducing the number of complications. ",0.14
0,28331173,The aim of the study is to present clinical outcomes of patients with gastric cancer undergoing laparoscopic gastrectomy combined with the ERAS protocol. ,0.21
0,28331173,MATERIAL AND METHODS Fifty-three (21 female/32 male) patients who underwent elective laparoscopic total gastrectomy due to cancer were prospectively analyzed. ,0.29
0,28331173,"Demographic and surgical parameters were assessed, as well as the compliance with ERAS protocol elements, length of hospital stay, number of complications, and readmissions. ",0.36
0,28331173,"RESULTS Mean operative time was 296.4±98.9 min, and mean blood loss was 293.3±213.8 mL. ",0.43
0,28331173,"In 3 (5.7%) cases, conversion was required. ",0.50
0,28331173,Median length of hospital stay was 5 days. ,0.57
0,28331173,Compliance with ERAS protocol was 79.6±14.5%. ,0.64
0,28331173,"Thirty (56.6%) patients tolerated an early oral diet well within 24 h postoperatively; in 48 (90.6%) patients, mobilization in the first 24 hours was successful. ",0.71
0,28331173,"In 17 (32.1%) patients, postoperative complications occurred, with 7 of them (13.2%) being serious (Clavien-Dindo 3-5). ",0.79
0,28331173,The 30-day readmission rate was 9.4%. ,0.86
1,28331173,CONCLUSIONS The combination of laparoscopy and the ERAS protocol in patients with gastric cancer is feasible and allows achieving good clinical outcomes.,0.93
0,24478506,"The Xpert GBS real-time PCR assay was applied to gastric fluid samples from 143 newborns, and it detected group B streptococcus (GBS) within 1 h for 16 (11.2%) cases, while microscopic examination detected only 2 cases. ",0.00
0,24478506,"The sensitivity and specificity of the Xpert GBS were 80% and 100%, respectively, with regard to 20 cases of GBS colonization or infection. ",0.25
0,24478506,Concordance of Xpert GBS results versus culture was 92.3%. ,0.50
0,24478506,This test detects in a timely manner newborns at risk for invasive GBS disease.,0.75
0,29105339,"In the previous study, we had showed the expression of CD133+ CD54+ CD44+ cellular subpopulation of circulating tumor cells (CTCs) was significantly associated with liver metastasis of colorectal cancer (CRC). ",0.00
0,29105339,This study aimed to explore whether this subpopulation of CTCs have a prognostic value in CRC patients. ,0.12
0,29105339,"Flow cytometry was used to detect the expression of cellular subpopulations of CTCs with CD133, CD54, and CD44 in 152 CRC patients, between December 2013 and October 2014. ",0.25
0,29105339,The impact of clinicopathological factors and the expression of cellular subpopulations of CTCs on overall survival were then analyzed. ,0.38
0,29105339,CRC patients with liver metastases who underwent resection of the primary tumor accompanied by surgical treatment for metastasis had a better survival than other patients (P\xa0<\xa00.001). ,0.50
0,29105339,"The liver metastatic CRC patients with high expression of CD133+ CD54+ (P\xa0<\xa00.001), CD133- CD54+ (P\xa0=\xa00.004), and CD133+ CD44+ CD54+ (P\xa0=\xa00.003) cellular subpopulations of CTCs had a worse survival than those patients with low expression. ",0.62
0,29105339,"Multivariable survival analyses identified carcinoembryonic antigen levels (hazard ratio [HR]\xa0=\xa03.056; 95% confidence interval [CI]\xa0=\xa01.354-6.897; P\xa0=\xa00.007), treatment strategy (HR\xa0=\xa00.212; 95% CI\xa0=\xa00.056-0.808; P\xa0=\xa00.023), and CD133+ CD44+ CD54+ cellular subpopulation of CTCs (HR\xa0=\xa06.459; 95% CI\xa0=\xa01.461-28.558; P\xa0=\xa00.014) as independent prognostic factors for CRC patients with liver metastasis. ",0.75
1,29105339,"CD133+ CD44+ CD54+ cellular subpopulation of CTCs has a prognostic value in CRC patients with liver metastasis, especially in the survival of CRC patients with liver metastasis who did not undergo surgical treatment for metastasis.",0.88
0,30149149,We previously reported that acute myelogenous leukemia (AML) transplants using killer cell immunoglobulin-type receptor (KIR) B haplotype better or best (≥2 B activating gene loci ± Cen B/B) unrelated donors (URDs) yield less relapse and better survival. ,0.00
0,30149149,In this prospective trial we evaluated 535 AML searches from 14 participating centers with centralized donor KIR genotyping for donor selection. ,0.07
0,30149149,"This represented 3% to 48% of all AML searches (median 20%) per center, totaling 3 to 172 patients (median 22) per center. ",0.14
0,30149149,Donor KIR genotype was reported at a median of 14 days after request (≤26 days for 76% of searches). ,0.21
0,30149149,"In 535 searches, 2080 donors were requested for KIR genotyping (mean 4.3 per search); and a median of 1.8 (range, 0 to 4.5) per search were KIR typed. ",0.29
0,30149149,Choosing more donors for confirmatory HLA and KIR haplotype identification enriched the likelihood of finding KIR better or best donors. ,0.36
0,30149149,The search process identified a mean of 30% KIR better or best donors; the success ranged from 24% to 38% in the 11 centers enrolling ≥8 patients. ,0.43
0,30149149,More donors requested for KIR genotyping increased the likelihood of identifying KIR better or best haplotype donors. ,0.50
0,30149149,"Of the 247 transplants, 9.3% used KIR best, 19% used KIR better, and 48% used KIR neutral donors while 24% used a non-KIR-tested donor. ",0.57
0,30149149,KIR genotyping did not delay transplantation. ,0.64
0,30149149,The time from search to transplant was identical for transplants using a KIR-genotyped versus a non-KIR-genotyped donor. ,0.71
0,30149149,"Prospective evaluation can rapidly identify KIR favorable genotype donors, but choosing more donors per search would substantially increase the likelihood of having a KIR best or better donor available for transplantation. ",0.79
2,30149149,"Transplant centers and donor registries must both commit extra effort to incorporate new characteristics (beyond HLA, age, and parity) into improved donor selection. ",0.86
2,30149149,Deliberate efforts to present additional genetic factors for donor selection will require novel procedures.,0.93
0,24278132,"Reproductive factors have been linked to both breast cancer and DNA methylation, suggesting methylation as an important mechanism by which reproductive factors impact on disease risk. ",0.00
0,24278132,"However, few studies have investigated the link between reproductive factors and DNA methylation in humans. ",0.08
0,24278132,Genome-wide methylation in peripheral blood lymphocytes of 376 healthy women from the prospective EPIC study was investigated using LUminometric Methylation Assay (LUMA). ,0.17
